"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2061.05408965198
"2","Baltic mixed forests",31199.423827002,12731.6431862281
"3","Central European mixed forests",48888.9893984225,17572.8236364296
"4","European Atlantic mixed forests",77642.528601985,18143.3996135005
"5","Western European broadleaf forests",194932.270723736,70173.1057430177
