"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2066.83897666777
"2","Baltic mixed forests",31199.423827002,12859.076810051
"3","Central European mixed forests",48888.9893984225,17795.3486402939
"4","European Atlantic mixed forests",77642.528601985,18645.8361587824
"5","Western European broadleaf forests",194932.270723736,70643.2285874237
