"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2141.79770424417
"2","Baltic mixed forests",31199.423827002,13549.0504091858
"3","Central European mixed forests",48888.9893984225,17971.1609866052
"4","European Atlantic mixed forests",77642.528601985,20577.9001904584
"5","Western European broadleaf forests",194932.270723736,72734.6935470296
