"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2061.05408965198
"2","Baltic mixed forests",31199.423827002,12616.5542809357
"3","Central European mixed forests",48888.9893984225,17353.2533679599
"4","European Atlantic mixed forests",77642.528601985,16620.404585739
"5","Western European broadleaf forests",194932.270723736,68833.7747227016
