"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2141.79770424417
"2","Baltic mixed forests",31199.423827002,13263.2537177679
"3","Central European mixed forests",48888.9893984225,17861.1700579566
"4","European Atlantic mixed forests",77642.528601985,20103.8571595945
"5","Western European broadleaf forests",194932.270723736,72599.3503533371
