"","Ecoregion","ai","pi"
"1","Alps conifer and mixed forests",3453.39831060588,2061.05408965198
"2","Baltic mixed forests",31199.423827002,12703.57987148
"3","Central European mixed forests",48888.9893984225,17512.3425571077
"4","European Atlantic mixed forests",77642.528601985,17752.9889325106
"5","Western European broadleaf forests",194932.270723736,69618.3095171257
