"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,9944.53173963522
"2","Southern Korea evergreen forests",13835.0359860797,2110.30917408447
"3","Manchurian mixed forests",5730.83472834182,1869.21579940002
