"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,10162.1183680044
"2","Southern Korea evergreen forests",13835.0359860797,2132.77280334574
"3","Manchurian mixed forests",5730.83472834182,1931.28609499655
