"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,10113.1771425117
"2","Southern Korea evergreen forests",13835.0359860797,2130.35258150292
"3","Manchurian mixed forests",5730.83472834182,1881.34757678687
