"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,11501.5034197149
"2","Southern Korea evergreen forests",13835.0359860797,2234.24199498062
"3","Manchurian mixed forests",5730.83472834182,1995.44380980704
