"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,10061.1567332795
"2","Southern Korea evergreen forests",13835.0359860797,2121.74316912166
"3","Manchurian mixed forests",5730.83472834182,1878.64093512877
