"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,10115.6264685103
"2","Southern Korea evergreen forests",13835.0359860797,2132.77280334584
"3","Manchurian mixed forests",5730.83472834182,1881.35641678687
