"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,9923.59888872882
"2","Southern Korea evergreen forests",13835.0359860797,2099.37840262453
"3","Manchurian mixed forests",5730.83472834182,1869.21579940002
