"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,9895.46243719437
"2","Southern Korea evergreen forests",13835.0359860797,2074.6967085779
"3","Manchurian mixed forests",5730.83472834182,1854.62389791732
