"","Ecoregion","ai","pi"
"1","Central Korean deciduous forests",75761.8410336941,10094.4826824672
"2","Southern Korea evergreen forests",13835.0359860797,2130.06020715197
"3","Manchurian mixed forests",5730.83472834182,1878.66714909707
