"","Ecoregion","ai","pi"
"1","Congolian coastal forests",112457.72228747,37267.0901837378
"2","Northwest Congolian lowland forests",100196.668703318,16359.4862221207
"3","Western Congolian forest-savanna",46532.7546317235,3381.34752496805
"4","Central African mangroves",5041.21395395142,846.730174981855
